1779792814.736403 server started (1080152): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1779792814.736424 on Linux 6.8.0-71-generic #71-Ubuntu SMP PREEMPT_DYNAMIC Tue Jul 22 16:52:38 UTC 2025
1779792814.736431 using libevent 2.1.12-stable poll
1779792814.736434 using ncurses 6.4 20240113
1779792814.787499 cmd_parse_build_commands 0:1: -Tcopy-mode
1779792814.787502 cmd_parse_build_commands 0:2: Home
1779792814.787505 cmd_parse_build_commands 0:3 0:0: send
1779792814.787508 cmd_parse_build_commands 0:3 0:1: -X
1779792814.787511 cmd_parse_build_commands 0:3 0:2: start-of-line
1779792814.787515 cmd_parse_build_commands 0:0: send
1779792814.787518 cmd_parse_build_commands 0:1: -X
1779792814.787521 cmd_parse_build_commands 0:2: start-of-line
1779792814.787526 args_parse_flags: next -X
1779792814.787529 args_parse_flags: -X
1779792814.787532 args_parse_flags: next start-of-line
1779792814.787535 args_parse: flags end at 2 of 3
1779792814.787538 args_parse: 2 = start-of-line (type STRING)
1779792814.787543 cmd_parse_build_commands: send-keys -X start-of-line
1779792814.787546 args_parse_flags: next -Tcopy-mode
1779792814.787549 args_parse_flag_argument: -T = copy-mode
1779792814.787552 args_parse_flags: next Home
1779792814.787555 args_parse: flags end at 2 of 4
1779792814.787558 args_parse: 2 = Home (type STRING)
1779792814.787564 args_parse: 3 = send-keys -X start-of-line (type COMMANDS)
1779792814.787571 cmd_parse_build_commands: bind-key -T copy-mode Home { send-keys -X start-of-line }
1779792814.787576 cmdq_get_command: [bind-key/0x648c98b56910] group 1563
1779792814.787579 cmdq_append <global>: [bind-key/0x648c98b56910]
1779792814.787584 yylex_token: end at WS
1779792814.787587 yylex_token: bind
1779792814.787590 yylex_token: end at WS
1779792814.787593 yylex_token: -Tcopy-mode
1779792814.787596 yylex_token: end at WS
1779792814.787599 yylex_token: End
1779792814.787602 yylex_token: end at WS
1779792814.787604 yylex_token: send
1779792814.787607 yylex_token: end at WS
1779792814.787610 yylex_token: -X
1779792814.787613 yylex_token: end at WS
1779792814.787616 yylex_token: end-of-line
1779792814.787620 cmd_parse_build_commands 0:0: bind
1779792814.787623 cmd_parse_build_commands 0:1: -Tcopy-mode
1779792814.787626 cmd_parse_build_commands 0:2: End
1779792814.787629 cmd_parse_build_commands 0:3 0:0: send
1779792814.787632 cmd_parse_build_commands 0:3 0:1: -X
1779792814.787635 cmd_parse_build_commands 0:3 0:2: end-of-line
1779792814.787639 cmd_parse_build_commands 0:0: send
1779792814.787647 cmd_parse_build_commands 0:1: -X
1779792814.787650 cmd_parse_build_commands 0:2: end-of-line
1779792814.787654 args_parse_flags: next -X
1779792814.787657 args_parse_flags: -X
1779792814.787660 args_parse_flags: next end-of-line
1779792814.787663 args_parse: flags end at 2 of 3
1779792814.787666 args_parse: 2 = end-of-line (type STRING)
1779792814.787671 cmd_parse_build_commands: send-keys -X end-of-line
1779792814.787674 args_parse_flags: next -Tcopy-mode
1779792814.787677 args_parse_flag_argument: -T = copy-mode
1779792814.787680 args_parse_flags: next End
1779792814.787683 args_parse: flags end at 2 of 4
1779792814.787686 args_parse: 2 = End (type STRING)
1779792814.787691 args_parse: 3 = send-keys -X end-of-line (type COMMANDS)
1779792814.787698 cmd_parse_build_commands: bind-key -T copy-mode End { send-keys -X end-of-line }
1779792814.787703 cmdq_get_command: [bind-key/0x648c98b56780] group 1571
1779792814.787706 cmdq_append <global>: [bind-key/0x648c98b56780]
1779792814.787710 yylex_token: end at WS
1779792814.787713 yylex_token: bind
1779792814.787716 yylex_token: end at WS
1779792814.787719 yylex_token: -Tcopy-mode
1779792814.787723 yylex_token: end at WS
1779792814.787725 yylex_token: MouseDown1Pane
1779792814.787729 yylex_token: end at EOF
1779792814.787732 yylex_token: select-pane
1779792814.787735 cmd_parse_build_commands 0:0: bind
1779792814.787738 cmd_parse_build_commands 0:1: -Tcopy-mode
1779792814.787741 cmd_parse_build_commands 0:2: MouseDown1Pane
1779792814.787744 cmd_parse_build_commands 0:3: select-pane
1779792814.787748 args_parse_flags: next -Tcopy-mode
1779792814.787751 args_parse_flag_argument: -T = copy-mode
1779792814.787754 args_parse_flags: next MouseDown1Pane
1779792814.787757 args_parse: flags end at 2 of 4
1779792814.787760 args_parse: 2 = MouseDown1Pane (type STRING)
1779792814.787763 args_parse: 3 = select-pane (type STRING)
1779792814.787769 cmd_parse_build_commands: bind-key -T copy-mode MouseDown1Pane select-pane
1779792814.787773 cmdq_get_command: [bind-key/0x648c98b576b0] group 1579
1779792814.787776 cmdq_append <global>: [bind-key/0x648c98b576b0]
1779792814.787780 yylex_token: end at WS
1779792814.787783 yylex_token: bind
1779792814.787786 yylex_token: end at WS
1779792814.787789 yylex_token: -Tcopy-mode
1779792814.787793 yylex_token: end at WS
1779792814.787796 yylex_token: MouseDrag1Pane
1779792814.787799 yylex_token: end at ;
1779792814.787802 yylex_token: select-pane
1779792814.787805 yylex_token: end at WS
1779792814.787808 yylex_token: send
1779792814.787811 yylex_token: end at WS
1779792814.787814 yylex_token: -X
1779792814.787817 yylex_token: end at WS
1779792814.787820 yylex_token: begin-selection
1779792814.787824 cmd_parse_build_commands 0:0: bind
1779792814.787827 cmd_parse_build_commands 0:1: -Tcopy-mode
1779792814.787831 cmd_parse_build_commands 0:2: MouseDrag1Pane
1779792814.787834 cmd_parse_build_commands 0:3 0:0: select-pane
1779792814.787837 cmd_parse_build_commands 0:3 1:0: send
1779792814.787841 cmd_parse_build_commands 0:3 1:1: -X
1779792814.787844 cmd_parse_build_commands 0:3 1:2: begin-selection
1779792814.787848 cmd_parse_build_commands 0:0: select-pane
1779792814.787851 cmd_parse_build_commands 1:0: send
1779792814.787854 cmd_parse_build_commands 1:1: -X
1779792814.787857 cmd_parse_build_commands 1:2: begin-selection
1779792814.787861 args_parse: flags end at 1 of 1
1779792814.787866 args_parse_flags: next -X
1779792814.787868 args_parse_flags: -X
1779792814.787871 args_parse_flags: next begin-selection
1779792814.787874 args_parse: flags end at 2 of 3
1779792814.787877 args_parse: 2 = begin-selection (type STRING)
1779792814.787883 cmd_parse_build_commands: select-pane ; send-keys -X begin-selection
1779792814.787886 args_parse_flags: next -Tcopy-mode
1779792814.787889 args_parse_flag_argument: -T = copy-mode
1779792814.787892 args_parse_flags: next MouseDrag1Pane
1779792814.787895 args_parse: flags end at 2 of 4
1779792814.787898 args_parse: 2 = MouseDrag1Pane (type STRING)
1779792814.787904 args_parse: 3 = select-pane ; send-keys -X begin-selection (type COMMANDS)
1779792814.787917 cmd_parse_build_commands: bind-key -T copy-mode MouseDrag1Pane { select-pane ; send-keys -X begin-selection }
1779792814.787922 cmdq_get_command: [bind-key/0x648c98b580a0] group 1583
1779792814.787925 cmdq_append <global>: [bind-key/0x648c98b580a0]
1779792814.787931 yylex_token: end at WS
1779792814.787934 yylex_token: bind
1779792814.787938 yylex_token: end at WS
1779792814.787941 yylex_token: -Tcopy-mode
1779792814.787944 yylex_token: end at WS
1779792814.787947 yylex_token: MouseDragEnd1Pane
1779792814.787950 yylex_token: end at WS
1779792814.787953 yylex_token: send
1779792814.787956 yylex_token: end at WS
1779792814.787959 yylex_token: -X
1779792814.787963 yylex_token: end at WS
1779792814.787966 yylex_token: copy-pipe-and-cancel
1779792814.787970 cmd_parse_build_commands 0:0: bind
1779792814.787974 cmd_parse_build_commands 0:1: -Tcopy-mode
1779792814.787977 cmd_parse_build_commands 0:2: MouseDragEnd1Pane
1779792814.787981 cmd_parse_build_commands 0:3 0:0: send
1779792814.787984 cmd_parse_build_commands 0:3 0:1: -X
1779792814.787987 cmd_parse_build_commands 0:3 0:2: copy-pipe-and-cancel
1779792814.787992 cmd_parse_build_commands 0:0: send
1779792814.787995 cmd_parse_build_commands 0:1: -X
1779792814.787999 cmd_parse_build_commands 0:2: copy-pipe-and-cancel
1779792814.788005 args_parse_flags: next -X
1779792814.788008 args_parse_flags: -X
1779792814.788011 args_parse_flags: next copy-pipe-and-cancel
1779792814.788014 args_parse: flags end at 2 of 3
1779792814.788018 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1779792814.788024 cmd_parse_build_commands: send-keys -X copy-pipe-and-cancel
1779792814.788027 args_parse_flags: next -Tcopy-mode
1779792814.788031 args_parse_flag_argument: -T = copy-mode
1779792814.788034 args_parse_flags: next MouseDragEnd1Pane
1779792814.788037 args_parse: flags end at 2 of 4
1779792814.788041 args_parse: 2 = MouseDragEnd1Pane (type STRING)
1779792814.788046 args_parse: 3 = send-keys -X copy-pipe-and-cancel (type COMMANDS)
1779792814.788055 cmd_parse_build_commands: bind-key -T copy-mode MouseDragEnd1Pane { send-keys -X copy-pipe-and-cancel }
1779792814.788059 cmdq_get_command: [bind-key/0x648c98b58490] group 1592
1779792814.788063 cmdq_append <global>: [bind-key/0x648c98b58490]
1779792814.788070 yylex_token: end at WS
1779792814.788073 yylex_token: bind
1779792814.788077 yylex_token: end at WS
1779792814.788080 yylex_token: -Tcopy-mode
1779792814.788083 yylex_token: end at WS
1779792814.788087 yylex_token: WheelUpPane
1779792814.788090 yylex_token: end at ;
1779792814.788093 yylex_token: select-pane
1779792814.788097 yylex_token: end at WS
1779792814.788100 yylex_token: send
1779792814.788103 yylex_token: end at WS
1779792814.788106 yylex_token: -N5
1779792814.788109 yylex_token: end at WS
1779792814.788112 yylex_token: -X
1779792814.788115 yylex_token: end at WS
1779792814.788118 yylex_token: scroll-up
1779792814.788123 cmd_parse_build_commands 0:0: bind
1779792814.788126 cmd_parse_build_commands 0:1: -Tcopy-mode
1779792814.788129 cmd_parse_build_commands 0:2: WheelUpPane
1779792814.788133 cmd_parse_build_commands 0:3 0:0: select-pane
1779792814.788136 cmd_parse_build_commands 0:3 1:0: send
1779792814.788140 cmd_parse_build_commands 0:3 1:1: -N5
1779792814.788143 cmd_parse_build_commands 0:3 1:2: -X
1779792814.788146 cmd_parse_build_commands 0:3 1:3: scroll-up
1779792814.788151 cmd_parse_build_commands 0:0: select-pane
1779792814.788154 cmd_parse_build_commands 1:0: send
1779792814.788157 cmd_parse_build_commands 1:1: -N5
1779792814.788161 cmd_parse_build_commands 1:2: -X
1779792814.788164 cmd_parse_build_commands 1:3: scroll-up
1779792814.788169 args_parse: flags end at 1 of 1
1779792814.788175 args_parse_flags: next -N5
1779792814.788178 args_parse_flag_argument: -N = 5
1779792814.788181 args_parse_flags: next -X
1779792814.788184 args_parse_flags: -X
1779792814.788188 args_parse_flags: next scroll-up
1779792814.788191 args_parse: flags end at 3 of 4
1779792814.788194 args_parse: 3 = scroll-up (type STRING)
1779792814.788201 cmd_parse_build_commands: select-pane ; send-keys -X -N 5 scroll-up
1779792814.788209 args_parse_flags: next -Tcopy-mode
1779792814.788213 args_parse_flag_argument: -T = copy-mode
1779792814.788216 args_parse_flags: next WheelUpPane
1779792814.788219 args_parse: flags end at 2 of 4
1779792814.788222 args_parse: 2 = WheelUpPane (type STRING)
1779792814.788251 args_parse: 3 = select-pane ; send-keys -X -N 5 scroll-up (type COMMANDS)
1779792814.788260 cmd_parse_build_commands: bind-key -T copy-mode WheelUpPane { select-pane ; send-keys -X -N 5 scroll-up }
1779792814.788264 cmdq_get_command: [bind-key/0x648c98b58ed0] group 1600
1779792814.788267 cmdq_append <global>: [bind-key/0x648c98b58ed0]
1779792814.788272 yylex_token: end at WS
1779792814.788275 yylex_token: bind
1779792814.788279 yylex_token: end at WS
1779792814.788282 yylex_token: -Tcopy-mode
1779792814.788285 yylex_token: end at WS
1779792814.788288 yylex_token: WheelDownPane
1779792814.788291 yylex_token: end at ;
1779792814.788294 yylex_token: select-pane
1779792814.788297 yylex_token: end at WS
1779792814.788299 yylex_token: send
1779792814.788302 yylex_token: end at WS
1779792814.788305 yylex_token: -N5
1779792814.788308 yylex_token: end at WS
1779792814.788310 yylex_token: -X
1779792814.788314 yylex_token: end at WS
1779792814.788317 yylex_token: scroll-down
1779792814.788321 cmd_parse_build_commands 0:0: bind
1779792814.788324 cmd_parse_build_commands 0:1: -Tcopy-mode
1779792814.788328 cmd_parse_build_commands 0:2: WheelDownPane
1779792814.788331 cmd_parse_build_commands 0:3 0:0: select-pane
1779792814.788334 cmd_parse_build_commands 0:3 1:0: send
1779792814.788337 cmd_parse_build_commands 0:3 1:1: -N5
1779792814.788340 cmd_parse_build_commands 0:3 1:2: -X
1779792814.788343 cmd_parse_build_commands 0:3 1:3: scroll-down
1779792814.788347 cmd_parse_build_commands 0:0: select-pane
1779792814.788350 cmd_parse_build_commands 1:0: send
1779792814.788353 cmd_parse_build_commands 1:1: -N5
1779792814.788356 cmd_parse_build_commands 1:2: -X
1779792814.788360 cmd_parse_build_commands 1:3: scroll-down
1779792814.788365 args_parse: flags end at 1 of 1
1779792814.788370 args_parse_flags: next -N5
1779792814.788373 args_parse_flag_argument: -N = 5
1779792814.788376 args_parse_flags: next -X
1779792814.788379 args_parse_flags: -X
1779792814.788382 args_parse_flags: next scroll-down
1779792814.788385 args_parse: flags end at 3 of 4
1779792814.788388 args_parse: 3 = scroll-down (type STRING)
1779792814.788395 cmd_parse_build_commands: select-pane ; send-keys -X -N 5 scroll-down
1779792814.788398 args_parse_flags: next -Tcopy-mode
1779792814.788401 args_parse_flag_argument: -T = copy-mode
1779792814.788404 args_parse_flags: next WheelDownPane
1779792814.788407 args_parse: flags end at 2 of 4
1779792814.788410 args_parse: 2 = WheelDownPane (type STRING)
1779792814.788416 args_parse: 3 = select-pane ; send-keys -X -N 5 scroll-down (type COMMANDS)
1779792814.788424 cmd_parse_build_commands: bind-key -T copy-mode WheelDownPane { select-pane ; send-keys -X -N 5 scroll-down }
1779792814.788428 cmdq_get_command: [bind-key/0x648c98b59630] group 1609
1779792814.788431 cmdq_append <global>: [bind-key/0x648c98b59630]
1779792814.788439 yylex_token: end at WS
1779792814.788442 yylex_token: bind
1779792814.788446 yylex_token: end at WS
1779792814.788449 yylex_token: -Tcopy-mode
1779792814.788452 yylex_token: end at WS
1779792814.788455 yylex_token: DoubleClick1Pane
1779792814.788458 yylex_token: end at ;
1779792814.788461 yylex_token: select-pane
1779792814.788464 yylex_token: end at WS
1779792814.788467 yylex_token: send
1779792814.788470 yylex_token: end at WS
1779792814.788473 yylex_token: -X
1779792814.788476 yylex_token: end at ;
1779792814.788479 yylex_token: select-word
1779792814.788482 yylex_token: end at WS
1779792814.788485 yylex_token: run
1779792814.788488 yylex_token: end at ;
1779792814.788491 yylex_token: -d0.3
1779792814.788494 yylex_token: end at WS
1779792814.788496 yylex_token: send
1779792814.788499 yylex_token: end at WS
1779792814.788502 yylex_token: -X
1779792814.788506 yylex_token: end at WS
1779792814.788513 yylex_token: copy-pipe-and-cancel
1779792814.788517 cmd_parse_build_commands 0:0: bind
1779792814.788520 cmd_parse_build_commands 0:1: -Tcopy-mode
1779792814.788523 cmd_parse_build_commands 0:2: DoubleClick1Pane
1779792814.788527 cmd_parse_build_commands 0:3 0:0: select-pane
1779792814.788530 cmd_parse_build_commands 0:3 1:0: send
1779792814.788533 cmd_parse_build_commands 0:3 1:1: -X
1779792814.788536 cmd_parse_build_commands 0:3 1:2: select-word
1779792814.788539 cmd_parse_build_commands 0:3 2:0: run
1779792814.788542 cmd_parse_build_commands 0:3 2:1: -d0.3
1779792814.788545 cmd_parse_build_commands 0:3 3:0: send
1779792814.788548 cmd_parse_build_commands 0:3 3:1: -X
1779792814.788551 cmd_parse_build_commands 0:3 3:2: copy-pipe-and-cancel
1779792814.788555 cmd_parse_build_commands 0:0: select-pane
1779792814.788558 cmd_parse_build_commands 1:0: send
1779792814.788561 cmd_parse_build_commands 1:1: -X
1779792814.788564 cmd_parse_build_commands 1:2: select-word
1779792814.788567 cmd_parse_build_commands 2:0: run
1779792814.788570 cmd_parse_build_commands 2:1: -d0.3
1779792814.788573 cmd_parse_build_commands 3:0: send
1779792814.788576 cmd_parse_build_commands 3:1: -X
1779792814.788579 cmd_parse_build_commands 3:2: copy-pipe-and-cancel
1779792814.788584 args_parse: flags end at 1 of 1
1779792814.788589 args_parse_flags: next -X
1779792814.788592 args_parse_flags: -X
1779792814.788595 args_parse_flags: next select-word
1779792814.788598 args_parse: flags end at 2 of 3
1779792814.788601 args_parse: 2 = select-word (type STRING)
1779792814.788606 args_parse_flags: next -d0.3
1779792814.788609 args_parse_flag_argument: -d = 0.3
1779792814.788612 args_parse: flags end at 2 of 2
1779792814.788617 args_parse_flags: next -X
1779792814.788620 args_parse_flags: -X
1779792814.788623 args_parse_flags: next copy-pipe-and-cancel
1779792814.788626 args_parse: flags end at 2 of 3
1779792814.788629 args_parse: 2 = copy-pipe-and-cancel (type STRING)
1779792814.788638 cmd_parse_build_commands: select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel
1779792814.788641 args_parse_flags: next -Tcopy-mode
1779792814.788644 args_parse_flag_argument: -T = copy-mode
1779792814.788647 args_parse_flags: next DoubleClick1Pane
1779792814.788650 args_parse: flags end at 2 of 4
1779792814.788653 args_parse: 2 = DoubleClick1Pane (type STRING)
1779792814.788661 args_parse: 3 = select-pane ; send-keys -X select-word ; run-shell -d 0.3 ; send-keys -X copy-pipe-and-cancel (type COMMANDS)
